line,status,skipped,licensed,access_franchise,access_property,access_product_line,release_year,wave,item_name,normalized_franchise,normalized_property,normalized_product_line,normalized_item
1913,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 5,Deep Divin' Raphael,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Deep Divin' Raphael
1914,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 5,Dr. Malignus,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Dr. Malignus
1915,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 5,Fugitoid,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Fugitoid
1916,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 5,Guardian Ninja,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Guardian Ninja
1917,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 5,Multi-Arm Shredder,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Multi-Arm Shredder
1918,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 5,Mutations Don and Leo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Mutations Don and Leo
1919,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 5,Mutations Foot Soldier vs. Leo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Mutations Foot Soldier vs. Leo
1920,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 5,Mutations Mike and Raph,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Mutations Mike and Raph
1921,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 5,Mutations Shredder vs. Raph,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Mutations Shredder vs. Raph
1922,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 5,Ninja Action Donatello,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Ninja Action Donatello
1923,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 5,Ninja Action Leonardo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Ninja Action Leonardo
1924,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 5,Ninja Action Michael Angelo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Ninja Action Michael Angelo
1925,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 5,Ninja Action Raphel,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Ninja Action Raphel
1926,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 5,Ninja Knight Donatello,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Ninja Knight Donatello
1927,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 5,Ninja Knight Leonardo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Ninja Knight Leonardo
1928,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 5,Ninja Knight Michael Angelo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Ninja Knight Michael Angelo
1929,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 5,Ninja Knight Raphael,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Ninja Knight Raphael
1930,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 5,Ripped Up Donatello,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Ripped Up Donatello
1931,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 5,Ripped Up Leonardo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Ripped Up Leonardo
1932,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 5,Ripped Up Michael Angelo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Ripped Up Michael Angelo
1933,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 5,Ripped Up Raphael,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Ripped Up Raphael
1934,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 5,Silver Sentry,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Silver Sentry
1935,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 5,Triceraton Warrior,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Triceraton Warrior
1936,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 5,Turbo Basher Donatello,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Turbo Basher Donatello
1937,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 5,Turbo Basher Leonardo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Turbo Basher Leonardo
1938,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 5,Turbo Basher Michael Angelo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Turbo Basher Michael Angelo
1939,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 5,Turbo Basher Raphael,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Turbo Basher Raphael
1940,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 5,Turbo Basher Shredder,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Turbo Basher Shredder
1941,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 5,Turbo Basher Zanramon,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Turbo Basher Zanramon
1942,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 5,Usagi Yojimbo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Usagi Yojimbo
1943,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 5,Utrom,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Utrom
1944,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Air Ninja Donatello,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Air Ninja Donatello
1945,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Air Ninja Foot Solider,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Air Ninja Foot Solider
1946,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Air Ninja Leonardo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Air Ninja Leonardo
1947,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Air Ninja Michael Angelo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Air Ninja Michael Angelo
1948,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Air Ninja Raphael,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Air Ninja Raphael
1949,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Air Ninja Shredder,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Air Ninja Shredder
1950,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Battle Bike Donatello,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Battle Bike Donatello
1951,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Battle Bike Leonardo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Battle Bike Leonardo
1952,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Battle Bike Michael Angelo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Battle Bike Michael Angelo
1953,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Battle Bike Raphael,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Battle Bike Raphael
1954,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Butterfly Swords,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Butterfly Swords
1955,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Crashin' Thrashin' Mikey,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Crashin' Thrashin' Mikey
1956,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Dark Assassin,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Dark Assassin
1957,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Donatello Ninja Gear,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Donatello Ninja Gear
1958,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Donatello Shell Shocker Water Goggles,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Donatello Shell Shocker Water Goggles
1959,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Drako,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Drako
1960,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Elite Commando,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Elite Commando
1961,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Folding Sewer Layer (Japanese Exclusive),Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Folding Sewer Layer (Japanese Exclusive)
1962,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Giant Fightin' Gear Don,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Giant Fightin' Gear Don
1963,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Giant Fightin' Gear Leo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Giant Fightin' Gear Leo
1964,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Giant Fightin' Gear Mike,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Giant Fightin' Gear Mike
1965,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Giant Fightin' Gear Raph,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Giant Fightin' Gear Raph
1966,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Hover Chopper,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Hover Chopper
1967,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Leo vs. T-Rex,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Leo vs. T-Rex
1968,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Leonardo Ninja Gear,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Leonardo Ninja Gear
1969,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Leonardo Shell Shocker Water Goggles,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Leonardo Shell Shocker Water Goggles
1970,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Michael Angelo Ninja Gear,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Michael Angelo Ninja Gear
1971,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Michael Angelo Shell Shocker Water Goggles,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Michael Angelo Shell Shocker Water Goggles
1972,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Mini Fightin' Gear Donatello,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Mini Fightin' Gear Donatello
1973,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Mini Fightin' Gear Leonardo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Mini Fightin' Gear Leonardo
1974,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Mini Fightin' Gear Michael Angelo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Mini Fightin' Gear Michael Angelo
1975,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Mini Fightin' Gear Raphael,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Mini Fightin' Gear Raphael
1976,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Mini-Plush Donatello,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Mini-Plush Donatello
1977,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Mini-Plush Leonardo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Mini-Plush Leonardo
1978,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Mini-Plush Michael Angelo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Mini-Plush Michael Angelo
1979,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Mini-Plush Raphael,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Mini-Plush Raphael
1980,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Ninjatronic Donatello,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Ninjatronic Donatello
1981,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Ninjatronic Leonardo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Ninjatronic Leonardo
1982,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Ninjatronic Michael Angelo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Ninjatronic Michael Angelo
1983,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Ninjatronic Raphael,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Ninjatronic Raphael
1984,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Raphael Ninja Gear,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Raphael Ninja Gear
1985,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Raphael Shell Shocker Water Goggles,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Raphael Shell Shocker Water Goggles
1986,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,S.W.A.T. Battle Pack,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,S.W.A.T. Battle Pack
1987,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Sewer Lid Launcher,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Sewer Lid Launcher
1988,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Shell Shocker Water Cannon,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Shell Shocker Water Cannon
1989,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Shell Sub,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Shell Sub
1990,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Traximus,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Traximus
1991,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Turtle Pogo Copter,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Turtle Pogo Copter
1992,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Turtle Tunneler,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Turtle Tunneler
1993,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Ultimate Daimyo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Ultimate Daimyo
1994,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Ultimate Ninja,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Ultimate Ninja
1995,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2004,Wave 6,Zanramon's Space Cruiser,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Zanramon's Space Cruiser
2003,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2005,Wave 7,Airborne Assault Don,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Airborne Assault Don
2004,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2005,Wave 7,Airborne Assault Leo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Airborne Assault Leo
2005,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2005,Wave 7,Airborne Assault Mike,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Airborne Assault Mike
2006,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2005,Wave 7,Airborne Assault Raph,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Airborne Assault Raph
2007,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2005,Wave 7,Bonus 2 Pack: April O'Neil/Casey Jones,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Bonus 2 Pack: April O'Neil/Casey Jones
2008,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2005,Wave 7,Bonus 2 Pack: Biker Don/Multi Arm Shredder,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Bonus 2 Pack: Biker Don/Multi Arm Shredder
2009,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2005,Wave 7,Bonus 2 Pack: Deep Divin' Raph/Hun,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Bonus 2 Pack: Deep Divin' Raph/Hun
2010,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2005,Wave 7,Bonus 2 Pack: Donatello/Traximus,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Bonus 2 Pack: Donatello/Traximus
2011,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2005,Wave 7,Bonus 2 Pack: Fightin' Gear Leonardo/Giant Mouser,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Bonus 2 Pack: Fightin' Gear Leonardo/Giant Mouser
2012,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2005,Wave 7,Bonus 2 Pack: Leonardo/Silver Sentry,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Bonus 2 Pack: Leonardo/Silver Sentry
2013,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2005,Wave 7,Bonus 2 Pack: Michael Angelo/Ultimate Ninja,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Bonus 2 Pack: Michael Angelo/Ultimate Ninja
2014,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2005,Wave 7,Bonus 2 Pack: Raphael/Foot Gunner,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Bonus 2 Pack: Raphael/Foot Gunner
2015,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT 2003,2005,Wave 7,Bonus 2 Pack: Space Hoppin' Donatello/Space Hoppin' Michael Angelo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2003),TMNT 2003,Bonus 2 Pack: Space Hoppin' Donatello/Space Hoppin' Michael Angelo
